nom,note,prix,categories,adresse,latitude,longitude
Bocamexa,3.9,€,Mexican,95 rue Oberkampf 75011 Paris France,48.86542,2.37602
Birdy's,4.8,N/A,"Chicken Shop, Barbeque",3 rue Planchat 75020 Paris France,48.85179,2.3993
Lubie,4.7,€€,French,104 rue St Maur 75011 Paris France,48.86618,2.3769999
Le Servan,4.0,€€€,"Modern European, Bistros",32 rue Saint Maur 75011 Paris France,48.8610001,2.3813601
Aux Tables du Père Lachaise,4.2,€€,Bistros,44 bd de Ménilmontant 75020 Paris France,48.86322,2.38752
Le Chardenoux,4.0,N/A,French,1 rue Jules Vallès 75011 Paris France,48.852753,2.3849339
L'Acolyte de l'Insolite,4.6,€€€,French,49 rue de la Folie Méricourt 75011 Paris France,48.864099,2.371668
Bistro 55,4.0,N/A,Bistros,55 bd Voltaire 75011 Paris France,48.8620911,2.37324
Le Café Lux,4.3,N/A,Vietnamese,73 rue Saint-Maur 75011 Paris France,48.86334,2.3788999
EXKi,4.5,N/A,"Salad, Gluten-Free, Vegetarian",193-197 rue de Bercy 75012 Paris France,48.843961,2.372506
Clint,4.4,€€,"Burgers, American",174 rue de la Roquette 75011 Paris France,48.8591399,2.38641
Les Artistes,4.3,€€,French,48 rue de la Folie Méricourt 75011 Paris France,48.86389,2.37202
Les Cents Kilos,2.8,€€€,"Bistros, Brasseries",2 rue de la Folie Méricourt 75011 Paris France,48.861164914647,2.37506749738777
Deux Fois Plus de Piment,4.1,€€,Chinese,33 rue Saint-Sébastien 75011 Paris France,48.861568,2.370637
Maythai Paris,4.8,N/A,Thai,32 avenue de la République 75011 Paris France,48.865742,2.371043
Aromes et Amores,4.4,€€€,"Italian, French",13 rue Ternaux 75011 Paris France,48.8643417,2.37288
L'Osteria dell'Anima,4.3,€€,Italian,37 rue Oberkampf 75011 Paris 11 France,48.86399,2.37045
L'Auberge Aveyronnaise,3.9,€€,French,40 Rue Gabriel Lamé 75012 Paris France,48.8347709,2.38599
Korus,4.9,€€€,French,73 rue Amelot 75011 Paris France,48.85925,2.36817
Boucherie des Provinces,3.8,€€,French,20 rue d'Aligre 75012 Paris France,48.84934,2.37853
East Mamma,4.2,€€,"Pizza, Trattorie",133 rue du Faubourg Saint-Antoine 75011 Paris France,48.851034,2.377739
Jouvence,4.7,N/A,French,172 bis rue du Faubourg Saint Antoine 75012 Paris France,48.85024,2.38196
The Hood Paris,4.1,€€,"Coffee & Tea, Breakfast & Brunch, Diners",80 rue Jean-Pierre Timbaud 75011 Paris France,48.86735,2.37638
A la Biche au Bois,4.2,€€€,French,45 avenue Ledru Rollin 75012 Paris France,48.84803,2.371105
Au Bois Doree,5.0,N/A,Bistros,270 avenue Daumesnil 75012 Paris France,48.8358980139219,2.40491150181288
Le Bistrot de la Porte Dorée,4.0,€€€,French,5 boulevard Soult 75012 Paris France,48.8359935,2.40681
Caminito Cabaret,4.3,€€,"French, Bars",48-50 rue du Dessous des Berges 75013 Paris France,48.826956,2.374429
Papillon,5.0,N/A,"Bars, French",2 avenue du Docteur Arnold Nutter 75012 Paris France,48.84101,2.40488
Com' à  la Maison,5.0,N/A,"Brasseries, French",51 avenue du Docteur Arnold Netter 75012 Paris France,48.8441,2.40543
Le Millau,4.0,€€€,French,7 rue du Rendez Vous 75012 Paris France,48.8452026,2.4043742
Anco,4.5,N/A,Bistros,108 rue de Bercy 75012 Paris France,48.8393210190259,2.38063484430313
Marche ou Crêpe,4.9,€,"Creperies, Bars",18 rue des Haies 75020 Paris France,48.85262,2.40042
Chez Ma Belle Mère,3.8,€€,Brasseries,257 avenue Daumesnil 75012 Paris France,48.8366328541194,2.40404557665257
Le Milord,5.0,N/A,French,191 ave Daumesnil 75012 Paris France,48.8401985,2.39379
Le Bon Plan,4.4,€€,"French, Pizza",88 rue Albert 75013 Paris France,48.8272589,2.3707029
Le Patay's,4.5,€€,Brasseries,30 rue de Patay 75013 Paris France,48.8254806,2.3749241
Ground Control,4.6,N/A,"Bars, Pop-Up Restaurants",81 rue du Charolais 75012 Paris France,48.8437399,2.3818
Danieli Caffè,4.3,N/A,Cafes,170 avenue de Paris 94300 Vincennes France,48.846532,2.419625
Dans la Cuisine,5.0,N/A,"Cocktail Bars, Burgers, French",54-56 avenue de France 75013 Paris-13E-Arrondissement France,48.8267954373933,2.3804900759061
Les Garnements,4.0,€€,French,17 rue Michel Chasles 75012 Paris France,48.84781,2.3738
Nous 4,4.9,N/A,French,3 rue Beccaria 75012 Paris France,48.846778,2.379134
Le Stendhal,4.7,€€,"French, International",30 Rue Stendhal 75020 Paris France,48.86167,2.40166
Chez Lili et Marcel,3.8,€€,"French, Brasseries",1 quai Austerlitz 75013 Paris France,48.837575922311,2.3733658796209
Mei Xi,4.3,€,Chinese,54 boulevard Diderot 75012 Paris France,48.8464132,2.3797005
Les Zygomates,4.3,€€€,French,7 rue de Capri 75012 Paris France,48.835876,2.398352
Mama Shelter - Restaurant-Bar-Pizzeria,3.5,€€€,"Pizza, Bars, French",109 rue de Bagnolet 75020 Paris France,48.85964,2.40286
Queyrelou,4.8,€€,French,287 rue du Faubourg Saint Antoine 75011 Paris France,48.8493614,2.3902199
L'Arobase,4.3,€,"Coffee & Tea, Bagels, Breakfast & Brunch",101 Rue Chevaleret 75013 Paris France,48.8298085910156,2.37442016601562
Villa Capri,4.3,€€€,"Italian, Pizza",2 bd de la Libération 94300 Vincennes France,48.8465853167589,2.45129680535053
La Vie d'Ange,4.6,€€€,"French, Wine Bars",41 bd Saint-Jacques 75014 Paris France,48.83257,2.33781
L'Abribus Café,3.9,€,"Moroccan, French, Bars",56 rue de Bagnolet 75020 Paris France,48.85737,2.3992
Saïgon,4.3,€€,Restaurants,63 Rue Traversière 75012 Paris France,48.84913,2.37473
Le Jourdain,4.7,€€,"Tapas Bars, Seafood",101 rue des Couronnes 75020 Paris France,48.8721699,2.38924
Peppe,4.8,N/A,Pizza,2 place Saint-Blaise 75020 Paris France,48.860092,2.404201
Bistrattoria Nonna Rita,4.3,N/A,"Pizza, Italian, Specialty Food",4 rue Marsoulan 75012 Paris France,48.8452988,2.4028599
L'Arrosoir,3.8,€€,"French, Cocktail Bars",75 avenue Daumesnil 75012 Paris France,48.8461456054576,2.37810809693907
Station Café,4.5,€€,Brasseries,27 boulevard Diderot 75012 Paris France,48.8458243940621,2.37535357475281
Song Huong,4.3,€€,Vietnamese,129 avenue de Choisy 75013 Paris France,48.82642,2.35951
Le Picotin,4.3,€€€,"French, Bistros",35 rue Sibuet 75012 Paris 12 France,48.843763749503,2.4023244327406
Café des Banques,4.3,€€,"Bars, Moroccan, Brasseries",13 bis Avenue Père Lachaise 75020 Paris France,48.8643858,2.3978411
Palissade,4.3,€€,"Bars, French, Tapas/Small Plates",36 rue de Sambre-et-Meuse 75010 Paris France,48.87458,2.37254
L'Alchimiste,4.2,€€€,"French, Brasseries",181 rue de Charenton 75012 Paris France,48.843173344452,2.3854776755441
Les Incorruptibles,5.0,N/A,"Restaurants, Bars",102 Avenue Gén de Gaulle 94160 St Mandé France,48.8376535,2.4178446
La Ravigote,4.4,€€,Bistros,41 rue de Montreuil 75011 Paris France,48.8505178,2.3879359
La Table d'Emile,4.0,€€,French,7 rue Emile Zola 93100 Montreuil Sous Bois France,48.8545209,2.4195827
Les Saveurs de Printemps,4.3,N/A,Pan Asian,23 avenue du Docteur Arnold Netter 75012 Paris France,48.84239,2.404802
Les Mésanges,4.5,N/A,Brasseries,82 rue de la Mare 75020 Paris France,48.87265,2.3897501
Dame Nation,5.0,N/A,Bistros,2 rue Guénot 75011 Paris France,48.850803,2.392496
Extra Old Cafe,3.7,€€,"French, Bars, Cafes",307 rue faubourg Saint-Antoine 75011 Paris France,48.848981938566,2.3928291328424
Tesoro d'italia - Saint Marcel,4.5,€€,"Italian, Cocktail Bars, Modern European",65 bd Saint-Marcel 75013 Paris France,48.83754,2.35419
Chez Julia et Ryan,5.0,N/A,Bistros,40 rue Baulant 75012 Paris France,48.8411364,2.3873437
Fosca,4.3,N/A,Italian,19 boulevard Diderot 75012 Paris France,48.84586,2.37168
La Pastorale,5.0,€€,Restaurants,2 avenue Joffre 94700 Maisons Alfort France,48.8155,2.44429
Le Casque d'Or,4.1,€,French,15 rue Saint-Blaise 75020 Paris France,48.8596091,2.4050794
Les Cascades,3.3,€€,"French, Cafes, Brasseries, Coffee & Tea",2 place Edouard Renard 75012 Paris France,48.835,2.40684
Le Paris Lyon,4.3,N/A,Brasseries,12 boulevard Dideriot 75012 Paris France,48.845456815199,2.37113775167257
La Butte Aux Piafs,4.1,€€,French,31 bd Auguste-Blanqui 75013 Paris France,48.8299217,2.3519299
La Manufacture,4.1,€€,"Bars, French, Brasseries",62 ave des Gobelins 75013 Paris France,48.8334322211117,2.35405210519735
Mondol Kiri,4.3,€€€,Cambodian,159 avenue de Choisy 75013 Paris France,48.8281074770418,2.35815775425272
O'Jules,2.9,€€,"Brasseries, French",2 rue Bobillot 75013 Paris France,48.83062,2.35459
Il Etait un Square,4.8,€€,"Burgers, French",54 rue Corvisart 75013 Paris France,48.8309711253147,2.34798106998272
Au Village De Choisy,4.2,€€,Chinese,106 Avenue Choisy 75013 Paris France,48.8254137,2.3606442
De Clercq,4.0,€,"Friterie, Belgian, Fast Food",103 rue de Tolbiac 75013 Paris France,48.8266487,2.365
YOBO,4.7,N/A,Korean,8 rue Abel Hovelacque 75013 Paris France,48.833007,2.353486
Chez Mamane,4.2,€,Mediterranean,27 rue des Cinq Diamants 75013 Paris France,48.82871,2.35062
La Cantine de Gaston,5.0,N/A,Bistros,163 rue de Tolbiac 75013 Paris France,48.8260336187163,2.3547025769949
Ti Amo - Place d'Italie,5.0,N/A,"Pizza, Italian",27 boulevard Auguste Blanqui 75013 Paris France,48.83027,2.35266
New Soul Food,4.2,N/A,"Food Trucks, African, Caribbean",75013 Paris France,48.83012,2.36224
Le Bouche à Oreilles,4.0,€€,French,10 Place Paul Verlaine 75013 Paris France,48.8275,2.35199
Café du Commerce,4.0,€€,French,39 rue des Cinq Diamants 75013 Paris France,48.82824,2.35019
Lao Lane Xang,4.0,€€,"Vietnamese, Thai, Laotian",102 avenue d'Ivry 75013 Paris France,48.8256,2.3614099
Père Fecto,4.6,€,"French, Italian",15 rue Jean Colly 75013 Paris France,48.82798,2.369
Pho Bom,4.3,€€,Vietnamese,71 avenue de Choisy 75013 Paris France,48.8234519151299,2.3618221655488
Norouz,4.6,€€,Persian/Iranian,48 rue du Dessous des Bergers 75013 Paris France,48.8266106,2.3745699
Tempero,4.6,€€,French,5 rue Clisson 75013 Paris France,48.8331763147724,2.3693971364491
O’54,5.0,N/A,"Burgers, Fast Food",54 rue de la Santé 75014 Paris France,48.83128,2.34112
Le Prétexte,3.8,€€,French,111 rue de Tolbiac 75013 Paris 13 France,48.8265032,2.3632729
Chào Bà,5.0,N/A,Vietnamese,14 rue Coypel 75013 Paris France,48.83328,2.35512
Chez Tran,4.4,€,"Vietnamese, Chinese",22 rue du Moulin des Prés 75013 Paris France,48.82855,2.3527
Lion Sot,4.7,N/A,French,6 avenue René Coty 75014 Paris France,48.8329024303849,2.33268231153488
Bekseju Village,4.4,€€€,Korean,53 bd Saint-Marcel 75013 Paris France,48.83783409661,2.35501964842013
La Maison Austerlitz,4.2,N/A,Bistros,8 boulevard de l'Hôpital 75005 Paris France,48.842584,2.363433
Sandwich Cafe,4.0,€,"Sandwiches, Desserts, Coffee & Tea",184 ave Choisy 75013 Paris France,48.83009,2.35678
Le Chevaleret,5.0,N/A,Brasseries,122 rue du Chevaleret 75012 Paris France,48.83347,2.3694
Le Réveil Matin,4.1,€€,"Bars, Brasseries, French",32 avenue des Gobelins 75013 Paris France,48.83575,2.3522599
La Nouvelle Gare,4.0,€,Bistros,49 Boulevard Vincent-Auriol 75013 Paris France,48.83397,2.364764
Chez Trassoudaine,4.6,€€€,French,3 place Nationale 75013 Paris France,48.828698,2.365149
Desvouges,4.6,€€€,French,6 rue des Fosses Saint-Marcel 75005 Paris France,48.83914,2.35615
Le Temps des Cerises SCOP,3.2,€€€,"French, Bistros",18 rue Butte aux Cailles 75013 Paris France,48.827911,2.350476
L'Angolo,4.5,€€,Italian,42 rue Broca 75005 Paris France,48.837867668199,2.3473438650622
Lao Cai Ragout,5.0,N/A,Chinese,8 rue Fagon 75013 Paris France,48.83247,2.35787
L'Hommage,4.9,€€,French,36 avenue de Choisy 75013 Paris France,48.8223687343234,2.36309621483088
Twoubadou,4.0,€€,French,70 bd de L'Hôpital 75013 Paris France,48.8376389,2.35973
Lao Chaleune,4.5,€,Laotian,29 rue Château des Rentiers 75013 Paris France,48.82424,2.37023
Atlas,4.6,N/A,,2 Avenue Reille 75014 Paris France,48.82454,2.33698
Chinchin,4.2,€€,French,25 avenue Reille 75014 Paris France,48.824049,2.335835
Le Pré Salé,4.0,€€,French,22 rue du Moulin des Prés 75013 Paris France,48.8285903263495,2.35276141721094
Royal Fondue,4.0,N/A,"Hot Pot, Chinese, Barbeque",98 avenue de Choisy 75013 Paris France,48.82508,2.36096
Café de France,3.1,€€,"Brasseries, French, Cafes",12 place d'Italie 75013 Paris France,48.83135,2.35421
Chez Nathalie,3.7,€€,French,45 rue Vandrezanne 75013 Paris France,48.827959845134,2.3528580628611
Ba Mien,4.0,€€,Vietnamese,180 avenue de Choisy 75013 Paris France,48.8299716,2.3570948
Contre Allée,4.3,€€€,French,83 ave Denfert-Rochereau 75014 Paris France,48.83695,2.33487
John John John,4.7,N/A,"Poke, Cafes",59 rue de Tolbiac 75013 Paris France,48.827418,2.369715
Fleurs de Mai,4.0,€€,Chinese,61 avenue de Choisy 75013 Paris France,48.82308,2.36216
Lao Douang Chan,4.0,€€,"Vietnamese, Thai, Laotian",161 avenue de Choisy 75013 Paris France,48.8282367,2.3580975
L'Écir,3.9,€€,"Bars, French, Brasseries",59 bd Saint Jacques 75014 Paris France,48.8328285,2.3361199
Le Comptoir Marguery,4.3,€€,"French, Wine Bars",9 boulevard de Port-Royal 75013 Paris France,48.83679,2.34983
Au Banquier,3.9,€€,French,7 Rue Banquier 75013 Paris France,48.83611,2.35753
La Traversée de Paris,4.5,N/A,Brasseries,45 Rue Poliveau 75005 Paris France,48.83971,2.35659
Les Frangins,4.0,N/A,Bistros,3 rue des Gobelins 75013 Paris France,48.83576,2.35214
Mean Heng,5.0,N/A,Vietnamese,56 rue de la Santé 75014 Paris France,48.83115,2.34113
Hôtel COQ,4.5,€€,"Hotels, Breakfast & Brunch",15 rue Edouard Manet 75013 Paris France,48.83293,2.35729
Le Café Gourmand,4.0,€€€,"Brasseries, Pubs, Cafes",192 avenue de France 75013 Paris France,48.8359684327945,2.37192688095092
La Terrasse d'Italie,3.5,€€,"Pizza, Italian",21 avenue d'Italie 75013 Paris France,48.82882,2.35651
Delfino,4.6,€€,"Pizza, Italian",1 Rue Campo Formio 75013 Paris France,48.833653,2.360921
Phó Taì,4.0,€€,"Vietnamese, Pan Asian",13 rue Philibert Lucot 75013 Paris France,48.8221893,2.36133
Misso,5.0,N/A,Restaurants,27 rue Moulin des Prés 75013 Paris France,48.82868,2.3529
Le Mêlécasse,2.4,N/A,Brasseries,12 rue de la Buttes aux Cailles 75013 Paris France,48.8279799,2.35128
Viet Thai,3.5,€€,"Vietnamese, Thai",201 avenue de Choisy 75013 Paris France,48.8299064020853,2.35671568954922
L'Intermède,4.0,€€,Bistros,99 boulevard de l'Hôpital 75013 Paris France,48.837374,2.360218
L'Ephémère,4.0,€€,"French, Cafes",228 avenue du Maine 75014 Paris France,48.8283846426608,2.32654843195182
Chez Félicie,3.9,€€,French,174 avenue du Maine 75014 Paris France,48.83245,2.32472
Cocotte,4.4,N/A,French,165 avenue du Maine 75014 Paris France,48.832819,2.325148
Le Petit Baigneur,4.2,€€,French,10 rue de la Sablière 75014 Paris France,48.83176,2.324231
Le 14 Juillet,4.3,€€€,French,99 rue Didot 75014 Paris France,48.82838,2.3162
Papy aux Fourneaux,4.5,N/A,"Delicatessen, Bistros",70 rue de l'Ouest 75014 Paris France,48.8354838677862,2.31803745031357
Ernest,3.8,€€,French,35 rue du commandant René Mouchotte 75014 Paris France,48.837739,2.319387
La Sablière,4.8,€€,"French, Creperies",56 rue de la Sablière 75014 Paris France,48.8324,2.32087
Caprice café,4.3,€€,French,12 Avenue Jean Moulin 75014 Paris France,48.827477,2.3255344
Louisette,5.0,N/A,Tapas Bars,50 rue Raymond Losserand 75014 Paris France,48.8346386352128,2.31928762209941
Au P'tit Zinc,4.4,€€,Bistros,2 rue des Plantes 75014 Paris France,48.8323050124393,2.32480750880012
My Noodles,4.6,€€,Chinese,129 boulevard du Montparnasse 75006 Paris France,48.8415,2.3317199
Le Maine Café,3.9,€€,Brasseries,88 avenue du Maine 75014 Paris France,48.8379536,2.3226449
La Campagnola,4.0,€€,"Italian, Pizza",122 avenue du Maine 75014 Paris France,48.83571,2.3234
Le Cornichon,4.4,€€€,French,34 Rue Gassendi 75014 Paris France,48.83421,2.32628
La Verrière Paris,4.6,€€€,"French, International",4 rue Niépce 75014 Paris France,48.83486,2.31818
Fournil Daguerre,4.7,N/A,"Bakeries, Sandwiches, Desserts",69 rue Daguerre 75014 Paris France,48.83535974,2.32580647
Au Temps Passé,4.0,€,Bistros,108 rue d'Alésia 75014 Paris France,48.8294989317158,2.32256568968296
N & C Brasserie,5.0,€€,Brasseries,67 rue Didot 75014 Paris France,48.83002,2.31863
Dokkebi,4.4,€€,Korean,121 Rue Raymond Losserand 75014 Paris France,48.8323402,2.3152699
Aux Enfants Gatés,4.5,€€€€,French,4 rue Danville 75014 Paris France,48.8344852,2.3277294
L'Assiette,4.1,€€€,French,181 rue du Château 75014 Paris France,48.83338,2.32404
L'Essentiel,4.4,€€€,"French, Modern European",168 rue d'Alesia 75014 Paris France,48.831806,2.31468
Tavola di Gio,4.7,€€,Restaurants,210 Boulevard Raspail 75014 Paris France,48.8415,2.3297
Lili et Riton,4.3,N/A,French,64 rue du Montparnasse 75014 Paris France,48.8415247163425,2.32505436045775
L'Alexandra,4.7,N/A,French,6 Rue Pernety 75014 Paris 14 France,48.83301,2.31978
Le Laurier,4.1,€€,French,2 rue Pernety 75014 Paris France,48.8325667499439,2.32050828675067
Le Templier,4.5,€€€,French,25 bis rue Armorique 75015 Paris France,48.83878,2.31456
Bistrotters,4.5,€€€,"French, Modern European",9 rue Decrès 75014 Paris France,48.83304,2.31498
Le Kigawa,4.5,€€€,French,186 rue du Chateau 75014 Paris France,48.83313,2.32428
Chez Kim Ly,4.4,€,"Vietnamese, Imported Food",86 Rue Didot 75014 Paris France,48.82843,2.31618
Smoke,4.2,€,"Bars, French",29 rue Delambre 75014 Paris France,48.84143,2.32664
L'Atelier B,4.4,N/A,"Burgers, Bars",129 rue du Chateau 75014 Paris France,48.83496,2.32071
Aux Vignobles du Plaisir,4.4,N/A,"Wine Bars, French",88 rue Didot 75014 Paris France,48.8284499,2.31603
Augustin,4.0,€€€,French,79 rue Daguerre 75014 Paris France,48.83558,2.32502
Jazz Café Montparnasse,4.0,N/A,"French, Jazz & Blues",13 rue du Commandant René Mouchotte 75014 Paris France,48.839001,2.320895
Poinçon,3.8,N/A,"French, Cocktail Bars",124 avenue du Général Leclerc 75014 Paris France,48.82464,2.32566
Les Petits Plats,4.2,€€€,Bistros,39 Rue Plantes 75014 Paris France,48.82861,2.32206
Swann et Vincent,4.2,€€,Italian,22 place Denfert-Rochereau 75014 Paris France,48.8339127001802,2.33092251319158
Angkor Monorom,4.7,N/A,"Cambodian, Pan Asian",3 rue des Plantes 75014 Paris France,48.83017,2.32342
Pastamore,4.3,N/A,Italian,39 boulevard du Montparnasse 75006 Paris France,48.84492,2.32139
Le Château Poivre,4.1,€€€,French,145 rue du Château 75014 Paris France,48.83426,2.32207
Le Bistrot de l'Echanson,4.2,€€,"French, Bars",20 rue de la Gaîté 75014 Paris France,48.8397,2.3236
La Cantine Du Troquet,3.9,€€€,Basque,101 Rue De L Ouest 75014 Paris France,48.83414,2.31587
La Basilicata,3.9,€€,Italian,36 Avenue Jean Moulin 75014 Paris France,48.8266747,2.3228551
Le Grand Comptoir d'Alésia,3.7,€€,"French, Bars",125 rue d'Alésia 75014 Paris France,48.829235,2.322792
Les Saveurs du Sichuan,4.6,€€,"Szechuan, Asian Fusion",34 rue Friant 75014 Paris France,48.825039,2.32348
Le Saut du Crapaud,4.3,€€€,"French, Bistros",16 rue des Plantes 75014 Paris France,48.8315684,2.3242502
Le Lithographe,4.3,€€,Cafes,234 boulevard Raspail 75014 Paris France,48.83898,2.33043
Pinocchio,3.9,€€,"Pizza, Italian",19 bd Edgar Quinet 75014 Paris France,48.8411903,2.32388
Crêperie Parisienne,4.4,€€,Creperies,70 avenue Jean Moulin 75014 Paris France,48.8262,2.32311
Apulia,4.5,N/A,"Italian, Vegan, Vegetarian",32 rue Liancourt 75014 Paris France,48.83437,2.32601
La Petite Auberge,4.3,€€,French,13 rue du Hameau 75015 Paris France,48.8349057,2.2886852
Etoile d'Asie,4.3,€€,Chinese,17 rue Daguerre 75014 Paris France,48.83377,2.32993
La Table de Bezout,4.5,€€,French,31 Rue Bézout 75014 Paris France,48.82889,2.33005
Bistro D'indochine,4.5,€€,Vietnamese,49 rue de Dantzig 75015 Paris France,48.8307953,2.2965558
